true_d0,true_r0,true_B_star,n_train,n_test,V,m,n_ref,fsdrnn_config,baseline_avg_dist,baseline_avg_dist_sq,baseline_amspe,baseline_time_sec,ifr_avg_dist,ifr_avg_dist_sq,ifr_amspe,ifr_time_sec,fsdr_avg_dist,fsdr_avg_dist_sq,fsdr_amspe,fsdr_time_sec,gfr_avg_dist,gfr_avg_dist_sq,gfr_amspe,gfr_time_sec,dfr_avg_dist,dfr_avg_dist_sq,dfr_amspe,dfr_time_sec,e2m_avg_dist,e2m_avg_dist_sq,e2m_amspe,e2m_time_sec,e2m_weight_l2,e2m_weight_kl,fsdrnn_avg_dist,fsdrnn_avg_dist_sq,fsdrnn_amspe,fsdrnn_time_sec,fsdrnn_weight_l2,fsdrnn_weight_kl,rep
3,2,"[[-0.41104758 -0.18387443  0.06358392]
 [ 0.44914767 -0.37441728 -0.13002424]
 [ 0.00918711  0.39658764 -0.16887335]
 [-0.35170388  0.25853115 -0.44644785]
 [ 0.15527087  0.06886227 -0.12312868]
 [-0.16264407 -0.3359584  -0.09537421]
 [ 0.10610432 -0.15821396 -0.1389078 ]
 [-0.2300256  -0.09503123  0.30768466]
 [-0.2728615  -0.1992686   0.04475402]
 [-0.2847249   0.1877893  -0.08911443]
 [ 0.05366578 -0.23924884 -0.3025126 ]
 [ 0.18585122 -0.02902864  0.46202028]
 [-0.06802309  0.137071    0.04752268]
 [ 0.16523528  0.3136101   0.28950027]
 [ 0.18767501  0.06449232  0.15089566]
 [-0.03741846 -0.32888004 -0.11771165]
 [-0.30827445 -0.07321068  0.4046817 ]
 [-0.11160113 -0.24262783  0.08958798]
 [ 0.09657976  0.14868282 -0.00533182]
 [-0.11173402  0.03684988  0.05964449]]",400,200,8,4,80,"{'d': 3, 'lr': 0.001, 'entropy_reg': 0, 'dropout': 0}",0.26121505357092245,0.08216249578304996,0.07189669957682782,0.02460002899169922,0.26013599667930976,0.08152335687809682,0.07137014270767394,500.9839448928833,0.24762808391125873,0.07467395934159868,0.06477212439684081,3.352567195892334,0.2465624625538476,0.07497759375110036,0.0651668080734089,0.041564226150512695,0.2012999657448381,0.05238187557770289,0.04218591482612737,2.027470111846924,0.21043738722801208,0.048103418201208115,0.037574708461761475,29.322606086730957,1.7185657,26.328169,0.1765158474445343,0.03471296653151512,0.0348847396671772,30.447785139083862,1.5995417,42.583057,0
3,2,"[[-3.6499500e-03 -1.2866063e-01  4.4697970e-01]
 [ 1.3517611e-01 -1.3938358e-01 -1.0368687e-01]
 [-2.8580344e-01 -5.9634659e-02 -2.8567001e-01]
 [-1.0302582e-01 -2.4227922e-01  1.0218662e-01]
 [-1.4897062e-02 -2.6001038e-02 -7.6113865e-02]
 [-7.8088999e-02  1.8754593e-01  1.1891978e-01]
 [-3.8849506e-01 -1.8053333e-01 -4.8799915e-04]
 [-6.4778060e-02 -2.1773902e-01 -2.6773489e-01]
 [ 1.7105639e-01 -1.6930929e-01 -1.7677733e-01]
 [ 6.6044427e-02 -9.2379935e-02  3.4592620e-01]
 [-9.7375229e-02  4.9641106e-01 -8.3716340e-02]
 [ 2.2918147e-01 -1.8378708e-01 -1.1747181e-01]
 [-1.7082381e-01 -1.4222224e-01 -3.0354276e-01]
 [ 1.1003913e-01  3.7633231e-01 -1.8520325e-01]
 [-4.6574667e-01  9.8412745e-02 -1.9994512e-01]
 [-3.7247437e-01 -1.1280832e-01  1.4223568e-01]
 [ 3.6745647e-01 -5.7884131e-02 -4.5666188e-01]
 [-2.9879445e-01  8.1114739e-02 -1.4919293e-01]
 [-5.2035727e-02 -5.0978148e-01 -9.5106974e-02]
 [-9.1579080e-02  1.2016037e-01 -8.7043099e-02]]",400,200,8,4,80,"{'d': 3, 'lr': 0.001, 'entropy_reg': 0, 'dropout': 0}",0.2677612300682813,0.08443117985516438,0.07529906324220065,0.024591922760009766,0.2650599428382702,0.08264641345871496,0.07358716232829465,675.0952501296997,0.2516404874576256,0.07483462930802488,0.06586432190379128,3.068427085876465,0.24730981812579558,0.07301172905732528,0.06425101215245377,0.04206061363220215,0.22148876673774795,0.05970869998607668,0.051013686704518474,0.4739267826080322,0.22438937425613403,0.054716844111680984,0.044700488448143005,29.58877182006836,1.9452335,34.813892,0.216964989900589,0.05294119939208031,0.0552225336432457,31.27611804008484,1.9344238,44.213116,1
3,2,"[[-0.3180108  -0.27676752 -0.329864  ]
 [-0.02263259 -0.11653884 -0.34202522]
 [ 0.02833239  0.08308965  0.02036075]
 [ 0.23358016  0.10641327  0.05807245]
 [ 0.2636921  -0.12682022  0.15843771]
 [-0.11868067  0.27860996  0.21632007]
 [-0.34319237 -0.0136338  -0.02367759]
 [ 0.26956573 -0.36039412 -0.14769341]
 [-0.0329675  -0.29188752 -0.07202575]
 [ 0.16194941  0.49018404 -0.27008584]
 [-0.27715084  0.1986371  -0.25013676]
 [-0.02319257  0.27678272 -0.12695429]
 [ 0.2067024  -0.25538257  0.09573051]
 [ 0.16114646 -0.04133374  0.1982884 ]
 [ 0.2297274  -0.0411372   0.11530896]
 [ 0.1745483   0.19985844  0.3763288 ]
 [-0.42624214  0.09148967  0.3019024 ]
 [ 0.17019133 -0.08711787 -0.23140332]
 [ 0.22931431  0.2456284  -0.394894  ]
 [ 0.2215758   0.20350078 -0.12367222]]",400,200,8,4,80,"{'d': 3, 'lr': 0.001, 'entropy_reg': 0, 'dropout': 0}",0.2770652219140902,0.08783674689591862,0.07762131776893512,0.02500295639038086,0.2769350990979001,0.08777081247972092,0.07761917355805054,5262.909979104996,0.2649746320908889,0.08078115073702065,0.07054728461669584,3.047118902206421,0.26404969865223393,0.08138097012910293,0.0709060630571912,0.04392099380493164,0.2180410093034152,0.05930084389114199,0.04890478134288059,0.46499013900756836,0.24231845140457153,0.06496896594762802,0.053444210439920425,28.950767993927002,1.8684653,26.483458,0.2183973342180252,0.053825635462999344,0.05706096068024635,30.78724193572998,1.7915823,40.050743,2
3,2,"[[-0.02573454  0.34478918  0.2552625 ]
 [-0.3192925  -0.14642374  0.09006056]
 [-0.12335756 -0.10818104 -0.1039848 ]
 [-0.3835951  -0.01297906  0.3361857 ]
 [-0.02856004  0.285132   -0.43046814]
 [ 0.01358877 -0.24396318  0.12086952]
 [ 0.2179088  -0.32225022  0.02177811]
 [-0.00127604 -0.15836072 -0.3911692 ]
 [ 0.2009144  -0.2772175   0.20982787]
 [-0.44021425  0.03129515 -0.07726192]
 [-0.1501505  -0.47116193 -0.31800994]
 [-0.25317064 -0.01538965  0.05619465]
 [-0.26204678  0.0350896  -0.11372177]
 [ 0.21827118  0.10350671  0.21183607]
 [ 0.15516703  0.09733091  0.01904558]
 [ 0.30903268  0.2746339  -0.08780357]
 [-0.15563872 -0.12790106  0.0097284 ]
 [-0.28437585  0.3582039  -0.01236866]
 [-0.00782593 -0.1732277   0.4447494 ]
 [ 0.15717088 -0.08055676 -0.17686783]]",400,200,8,4,80,"{'d': 3, 'lr': 0.001, 'entropy_reg': 0, 'dropout': 0}",0.2787965154298581,0.08894851279590511,0.07901572022485198,0.023811817169189453,0.2775595206953585,0.08822302045344259,0.07831992765408359,780.5579922199249,0.26287188290152697,0.08011692836123985,0.07013636214964208,2.948071002960205,0.2684097439330071,0.08424307925946778,0.07428998585921363,0.04139590263366699,0.23813205540180207,0.07062005857223994,0.061383140872121655,0.47772693634033203,0.24395599961280823,0.06531541049480438,0.05413765832781792,29.943732976913452,1.914864,28.352123,0.21895061433315277,0.05364955961704254,0.05966571718454361,32.23693799972534,1.8713329,50.16738,3
3,2,"[[-0.220855    0.06900902 -0.289525  ]
 [-0.14686693 -0.3587342   0.43303093]
 [-0.06055343 -0.17721911 -0.41366658]
 [-0.06798541  0.11686703  0.02610846]
 [ 0.06947953 -0.23391606  0.00963715]
 [ 0.19133076 -0.21659964 -0.04805357]
 [-0.23576179  0.21350415  0.02511963]
 [-0.3698251  -0.19936861 -0.14192027]
 [-0.29023898 -0.38627732  0.14431748]
 [ 0.3490395  -0.02012451  0.09444926]
 [ 0.31767365 -0.00657431 -0.16191661]
 [ 0.14213029 -0.04587419 -0.04043962]
 [-0.03144319 -0.12777019  0.07971042]
 [-0.25149813 -0.2920852  -0.36270145]
 [ 0.22504345 -0.393896    0.28820583]
 [-0.26058778 -0.03599182  0.29153606]
 [-0.13085604 -0.10758702 -0.29353863]
 [-0.32712904  0.29608652  0.23680168]
 [ 0.13468018  0.23600745 -0.02225976]
 [ 0.18794818 -0.26405704 -0.16548553]]",400,200,8,4,80,"{'d': 3, 'lr': 0.001, 'entropy_reg': 0, 'dropout': 0}",0.24865226458990947,0.07381357801699778,0.06556952697239467,0.024232864379882812,0.24652002487098798,0.0726702268459485,0.06441905631021655,638.980229139328,0.23854468781268223,0.06846046500606462,0.06014033260507858,2.9953720569610596,0.2431659269728698,0.07156053989674546,0.06318552360025934,0.04134702682495117,0.25584212007932366,0.08510965056251735,0.07689556162227745,0.514030933380127,0.22945310175418854,0.0589011088013649,0.04986613616347313,30.722480058670044,1.9299539,27.96319,0.19647102057933807,0.04445568099617958,0.04875378683209419,31.794212102890015,1.7760398,43.312477,4
3,2,"[[-0.0430454   0.07005969  0.0687144 ]
 [-0.33697805 -0.02055966  0.14783254]
 [-0.38276058  0.13472824 -0.16669144]
 [-0.02766611  0.2733125   0.2176736 ]
 [-0.27433792 -0.50385505 -0.20989607]
 [-0.03962845  0.05834298 -0.04370103]
 [-0.10175454 -0.0508214  -0.3592575 ]
 [-0.06519524  0.13659152 -0.14217286]
 [-0.35268012  0.01762623  0.15428182]
 [-0.21839347 -0.14867295 -0.2913646 ]
 [-0.01128492  0.21625109 -0.01202858]
 [ 0.03623416  0.4578698  -0.11067615]
 [ 0.06237117  0.26546234 -0.23375636]
 [ 0.17664208 -0.2378708   0.06639402]
 [ 0.09978274 -0.33434933 -0.06364927]
 [ 0.39165425  0.03003229 -0.28410605]
 [ 0.0933436  -0.26883143  0.49381742]
 [ 0.37746355 -0.01608833 -0.09014474]
 [-0.10968422  0.1683648   0.4156099 ]
 [ 0.3327189  -0.06212949  0.11571401]]",400,200,8,4,80,"{'d': 3, 'lr': 0.001, 'entropy_reg': 0, 'dropout': 0}",0.2822799007082358,0.09084690473362571,0.08031295287000831,0.02344799041748047,0.2805922727147117,0.08963842384779128,0.07915352108611842,699.9726610183716,0.25670689473161473,0.07556305648759007,0.06548730449132563,3.016174077987671,0.25959129865979774,0.07774809251568512,0.06788470105944726,0.04044198989868164,0.22057679765857757,0.05992349891472259,0.04956428674501694,0.46369028091430664,0.2410082221031189,0.06278684735298157,0.05100853741168976,29.904719829559326,1.9467909,29.501715,0.25241363048553467,0.07076819986104965,0.07735800743103027,31.799415826797485,2.0947738,50.87193,5
3,2,"[[-1.6162753e-02 -9.5455125e-02  1.9278415e-01]
 [ 1.4213279e-01 -2.8549665e-01  4.8799604e-02]
 [ 2.4039520e-01  3.2701295e-02 -3.5199547e-01]
 [ 8.6031184e-02  6.5237209e-02  1.5158511e-02]
 [-3.5598221e-01 -2.9753706e-01 -4.0547884e-04]
 [-3.2629374e-01  1.2511781e-01 -5.9208278e-02]
 [ 1.7022462e-01  3.3051223e-01  1.1336178e-02]
 [ 6.0062904e-02 -3.0041048e-03 -4.4060278e-01]
 [ 1.0424604e-01  3.0185655e-01  1.1381613e-01]
 [ 5.9815314e-02 -3.1520039e-01 -3.9203390e-02]
 [ 1.8604001e-01  3.9482214e-02  2.2507451e-02]
 [ 1.0251366e-01 -1.6853118e-01 -3.0956736e-01]
 [-4.5379746e-01  3.3249047e-01 -1.8034226e-01]
 [ 3.0986181e-01 -9.2633896e-02  9.1731464e-03]
 [ 2.8735562e-04 -2.6229978e-01 -3.7898406e-01]
 [-1.7612763e-01  3.4815904e-01 -6.7808405e-02]
 [-1.9812784e-01 -1.6685514e-01 -4.0768132e-01]
 [ 1.7662685e-01 -1.6312718e-01  2.3242727e-01]
 [-2.4358566e-01 -1.3417768e-01 -4.0583432e-02]
 [-3.5532045e-01 -2.9764494e-01  3.5358143e-01]]",400,200,8,4,80,"{'d': 3, 'lr': 0.001, 'entropy_reg': 0, 'dropout': 0}",0.2535093396529555,0.07333287236760952,0.06502867513452656,0.02406597137451172,0.2536573035805486,0.07341606846850482,0.06511336249488522,445.28932213783264,0.23699499170295893,0.06456309343499016,0.05645145089954894,2.9635250568389893,0.238894281021785,0.06644776798275416,0.058512132353316704,0.04127192497253418,0.21899207076756283,0.06059830904032424,0.05242826605026494,0.49455785751342773,0.21658429503440857,0.05167334899306297,0.04273209720849991,30.472445964813232,1.9252977,32.15232,0.17651265859603882,0.036286428570747375,0.037137240171432495,31.895633935928345,1.6125511,38.154625,6
3,2,"[[-0.06476772  0.1194571   0.17595588]
 [-0.02919086 -0.12727067 -0.31148684]
 [-0.12319896 -0.09664685 -0.05909919]
 [ 0.17186011 -0.20465136  0.47809023]
 [-0.01928482 -0.28191474 -0.22640818]
 [ 0.10587663 -0.067293    0.00422889]
 [ 0.22584596 -0.2545391  -0.16694638]
 [ 0.16961086  0.1394545  -0.02452657]
 [-0.07907634 -0.24377416  0.04923966]
 [ 0.1925083  -0.4929873   0.1964116 ]
 [ 0.30766046  0.48835322  0.05490978]
 [-0.33110905  0.07317236  0.14341228]
 [ 0.13727078  0.12825379  0.08534949]
 [ 0.39384794  0.04231299 -0.32955036]
 [-0.07988559 -0.21703497 -0.2990911 ]
 [-0.19287111  0.17492484 -0.00768209]
 [-0.4220965  -0.21475968  0.00998426]
 [-0.3799054   0.10600891 -0.10094505]
 [ 0.08352402  0.0123658  -0.49613938]
 [-0.25351948  0.22429287 -0.18376876]]",400,200,8,4,80,"{'d': 3, 'lr': 0.001, 'entropy_reg': 0, 'dropout': 0}",0.23153875815682112,0.06497843419216225,0.05737812127077632,0.023519039154052734,0.23133100557606667,0.06497337229498953,0.05734117572756077,511.59417700767517,0.21860276877065188,0.059685359036302545,0.05211801569628733,3.007148027420044,0.22692221265635454,0.06513633532034874,0.0574972899353088,0.041639089584350586,0.1927869714132976,0.04943079468164797,0.04185427711598095,0.4789149761199951,0.19877883791923523,0.04354430362582207,0.035707078874111176,29.92612099647522,1.9179866,35.270023,0.20976141095161438,0.049888886511325836,0.057228125631809235,31.711138010025024,2.047805,52.56665,7
3,2,"[[-0.3145771   0.0849266   0.26214132]
 [-0.06442828 -0.22879076  0.12234949]
 [-0.23844862 -0.25757676 -0.3556189 ]
 [-0.0233562   0.15700121  0.10387902]
 [ 0.00262269 -0.00101965 -0.23815146]
 [-0.04502582  0.02328931 -0.23008135]
 [ 0.25752705 -0.10183945 -0.02200457]
 [ 0.00228094 -0.04301548  0.0761945 ]
 [ 0.41883144  0.07722215  0.04510204]
 [-0.27730262 -0.3566446   0.2946912 ]
 [ 0.07194781  0.16082785  0.20269372]
 [ 0.1956985   0.10469478 -0.11372963]
 [-0.37824172  0.36961964  0.07460696]
 [-0.17360954 -0.15411046  0.03320689]
 [ 0.23269688  0.37273738 -0.03937855]
 [-0.26094544  0.3970542  -0.36965194]
 [ 0.2854421   0.12350095 -0.12287065]
 [ 0.00345665  0.05775646  0.25759134]
 [ 0.13331772 -0.42358074 -0.38959238]
 [-0.2839481   0.10832293 -0.37699148]]",400,200,8,4,80,"{'d': 3, 'lr': 0.001, 'entropy_reg': 0, 'dropout': 0}",0.24888770786579698,0.07227252478915033,0.06370427735011618,0.024029970169067383,0.24607487678760662,0.07081311410482158,0.062223797137485236,566.6135680675507,0.23813723793718963,0.0662040798192902,0.05751850304623076,3.028108835220337,0.24027253213338554,0.06760534082437517,0.05870800149088609,0.04129838943481445,0.21085875069140456,0.055412843656413316,0.04624633334946338,0.47043299674987793,0.20767486095428467,0.047519706189632416,0.038174692541360855,29.485725164413452,1.8182023,27.824923,0.1952195018529892,0.043801020830869675,0.044737134128808975,31.417190313339233,1.8108454,47.980938,8
3,2,"[[-3.32230330e-02 -3.87205839e-01  1.44876733e-01]
 [ 1.10824056e-01 -3.21881324e-01 -1.59107357e-01]
 [ 1.82916179e-01 -4.94244695e-02 -4.85854030e-01]
 [ 2.30504596e-03  4.88033295e-02  1.54869124e-01]
 [-3.30763966e-01 -5.58920344e-03  1.95305929e-01]
 [ 1.46345943e-01 -6.07082807e-02 -1.10437647e-01]
 [-4.13257182e-01  2.03724969e-02  7.99503848e-02]
 [ 5.58988750e-01  9.13300589e-02  4.21279281e-01]
 [ 2.39660367e-02 -7.67581612e-02 -1.02389142e-01]
 [-2.54174858e-01  4.98239063e-02  5.39582632e-02]
 [-4.04156297e-01  3.23350161e-01 -1.13141313e-02]
 [-1.19206816e-01 -4.04376835e-01  2.52226174e-01]
 [ 4.16621193e-02  1.32114187e-01  1.14897929e-01]
 [ 1.53956845e-01  4.08525229e-01  1.89933181e-01]
 [ 1.17052421e-01 -3.75731915e-01 -5.65640889e-02]
 [ 9.34168871e-04 -1.76931739e-01  5.71046531e-01]
 [-8.42840075e-02 -2.58424232e-04  3.58907990e-02]
 [ 2.01392084e-01  2.86979079e-01  3.25268768e-02]
 [ 5.41541837e-02  4.00997438e-02 -3.37203182e-02]
 [ 8.13076571e-02  1.09201819e-01  1.59195792e-02]]",400,200,8,4,80,"{'d': 3, 'lr': 0.001, 'entropy_reg': 0, 'dropout': 0}",0.24332171628484503,0.07003804317631875,0.06163348920308635,0.023901939392089844,0.242401490425691,0.06963221785568749,0.061179097083295345,15942.328822135925,0.23429279264993966,0.06544333450481644,0.05702121257549152,986.7875287532806,0.23525689922971652,0.0664516990967968,0.05834264409808384,0.0569150447845459,0.2295803243725095,0.06689358733623521,0.0587848873287021,0.6623039245605469,0.21473896503448486,0.050719428807497025,0.04188774526119232,4631.905298948288,1.9686722,39.031654,0.22027957439422607,0.053734637796878815,0.058293864130973816,6702.365966796875,2.0282464,49.36464,9
